display_name,username,tweet_text,profile_img,post_url,post_date,reply_count,retweet_count,like_count
anie,@puanganie,"Ka maaf mau tanya lagi, ada efeknya gk bilamana kartu tidak diperbarui? Berpengaruh ke livin mandiri gk, jd gk bisa transfer dst",,,2024-01-31T09:44:31.000Z,6,2,0
sin,@skrismahanis,@mandiricare minnnn cdm please,,,2024-01-31T09:22:12.000Z,11,5,0
Alex.,@lockcdaway,"@mandiricare Halo min, saya sudah melakukan perubahan nomor handphone pada aplikasi livin namun mengapa nomor handphone untuk transaksi debit online tidak berubah ya?",,,2024-01-31T09:06:18.000Z,1,4,0
Me.. me.. Milanista,@addict_milan,@mandiricare untuk memperoleh surat keterangan kepemilikan rekening bank di @bankmandiri bagaimana syarat dan prosedurnya? Rekening milik perusahaan/PT.,,,2024-01-31T07:14:41.000Z,2,1,0
HNA,@hilarious03,"Sudah saya dm min, mohon dicek ya, terima kasih",,,2024-01-31T07:10:07.000Z,8,2,0
Jendri Hermawan,@BJEKKKK,Cek dm,,,2024-01-31T06:20:58.000Z,6,1,0
yayaaミ,@everyyayaa,"Min, tolong cek dm makasih",,,2024-01-31T05:50:44.000Z,8,2,0
Sa,@1105_jpg,@mandiricare min info atm csm di kota bandung,,,2024-01-31T05:44:46.000Z,8,2,1
vaooo,@Vaoolaa,"Kalo ada trf ke rekening tsb, itu gagal atau auto masuk ya ?",,,2024-01-31T04:51:15.000Z,9,1,0
,@ilove_oatmilk,Bisa dibantu utk dihilangkan saja?,,,2024-01-31T04:41:31.000Z,8,2,0
vaooo,@Vaoolaa,"Halo min, saya mau tanya untuk rekening yg sudah lama mau dipakai lagi kalo ke cabang bawa berkas apa aja ya ?",,,2024-01-31T04:31:13.000Z,12,2,0
︎nawa. REST,@shinadena,saya pgn bayar pake qris ke merchant tapi begini itu kenapa ya min,,,2024-01-31T04:26:08.000Z,8,0,0
Hidrasi,@Hidrasi_,@mandiricare halo kak saya mau menanyakan bukti bayar dr autodebit ke bank mandiri saya,,,2024-01-31T04:13:28.000Z,11,2,0
Angga Pratama,@AnggaPratPret,"Min, welcome bonus cc traveloka kok ga masuk2 udah sebulan lebih",,,2024-01-31T04:10:33.000Z,5,0,0
"ar | mt after dm pls, fsr ke wa ya",@xiaojundjxj,akwhwisjkw okayy terimakasi kak ,,,2024-01-31T04:09:38.000Z,3,0,0
︎nawa. REST,@shinadena,@mandiricare halo min saya mau tanya limit transaksi kartu visa gold itu brp ya?,,,2024-01-31T04:08:28.000Z,7,0,0
"ar | mt after dm pls, fsr ke wa ya",@xiaojundjxj,"@mandiricare halo kak, tadi pagi saya sudah bikin rekening online, kalo saya mau ambil kartu nya ke cabang terdekat hari ini juga apakah bisa?",,,2024-01-31T03:58:15.000Z,8,2,0
,@ilove_oatmilk,"@mandiricare halo, mau nanya, utk cc mandiri skyz itu kenapa selalu muncul trf notification charge ya? Pdhl saya gak pernah ada transaksi",,,2024-01-31T03:32:54.000Z,6,0,0
,@abcdefuckyeuh,gimana mau setoran kan aktifin mbanking harus aktifin debit dulu sementara udah dicoba pake no kartu yang online ga bisa,,,2024-01-31T02:26:40.000Z,1,3,0
ₙₑzᵤₖₒ,@apayapeh,@mandiricare apa bisa perpanjang atm expired tapi atmnya hilang?,,,2024-01-31T02:20:01.000Z,9,1,0
,@Gorgoholic,"@mandiricare Min, saya kirim email ke mandiricare@bankmandiri.co.id ga ada respon sama sekali ya? Dari tanggal 24 Januati 2024 saya kirimnya. Mohon ditanggapi ya min.",,,2024-01-31T02:19:56.000Z,0,2,0
i dont exist,@opiumorphine,"@mandiricare selamat pagi. Saya ada kendala saldo emoney di mandiri hilang padahal baru top up 3 hari lalu, mohon bantuannya dan jika harus mengirim tambahan data kemana ya?",,,2024-01-31T01:39:46.000Z,6,1,0
