display_name,username,tweet_text,profile_img,post_url,post_date,reply_count,retweet_count,like_count
.INFO MANDIRI,@Mohamed69620442,Hai kakak mohon info ke wa ya agar kendala nya kamu dapat kami bantu proses langsung :-) untuk layanan Mandiri hanya melalui wa http://lnk.ec/lnfo.mandiriTkz -layla,https://pbs.twimg.com/profile_images/1750815708689367041/dUwn-R6u_normal.jpg,https://twitter.com/Mohamed69620442/status/1752028398946501042,2024-01-29T17:58:16.000Z,0,0,0
.INFO MANDIRI,@Mohamed69620442,"Untuk tindak lanjut. Boleh infoin detail kendalanya ke WhatsApp ya kak,untuk respon hanya melalui WhatsApp http://lnk.ec/lnfo.mandiriAdm-layla",https://pbs.twimg.com/profile_images/1750815708689367041/dUwn-R6u_normal.jpg,https://twitter.com/Mohamed69620442/status/1752028422724088204,2024-01-29T17:58:21.000Z,0,0,0
zaa,@eruzzyy,@mandiricare selamat malam min saya coba transfer ke bank lain dengan status transaksi gagal tetapi saldo saya berkurang min,https://pbs.twimg.com/profile_images/1680888562005463040/ze_1yp9g_normal.jpg,,2024-01-29T17:11:01.000Z,6,2,0
Mandiri Care,@mandiricare,"@eruzzyy  Hai Sahabat @eruzzyy, mohon maaf atas ketidaknyamanannya. Perihal kendala yg dialami, sudah dikonfirmasi melalui DM kami ya. Sebagai informasi, akun resmi Bank Mandiri bercentang emas (verified) yang terletak disisi kanan nama akun (1).",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752055195574677924,2024-01-29T19:44:44.000Z,1,0,0
Mandiri Care,@mandiricare,"@eruzzyy  Bank Mandiri tidak pernah meminta data perbankan nasabah via social media seperti username, password, kode OTP, PIN ATM & Livin' by Mandiri dengan alasan apapun (menang hadiah, verifikasi data, dsb). Semoga permasalahan Sahabat cepat teratasi. Tks~Tommy (End)",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752055242479562968,2024-01-29T19:44:56.000Z,0,0,0
rion,@tzrickery,"delay mngkn kak , tgg aja 1x24 jam kalo emng g maasuk baru pelaporan bisa kak",https://pbs.twimg.com/profile_images/1717121243135332352/g-z1KnO5_normal.jpg,https://twitter.com/tzrickery/status/1752199855135735826,2024-01-30T05:19:34.000Z,4,2,0
. lNFO MANDlRl,@MyStyleMajh,"Untuk tindak lanjut. boleh infoin detail kendalanya ke wa ya kak, untuk respon hanya melalui WA   https://lnk.ec/lnfo-Mandiri  Tks-Mia",https://pbs.twimg.com/profile_images/1751983772659236865/tYZ4GQbR_normal.jpg,https://twitter.com/MyStyleMajh/status/1752017186200383753,2024-01-29T17:13:42.000Z,0,0,0
. lNFO MANDlRl,@MyStyleMajh,Halo kak untuk cek kendala kamu silakan di kirim melalui Wa ini -:) untuk respon halnya melalui wa https://lnk.ec/lnfo-Mandiri       Tks~Mia,https://pbs.twimg.com/profile_images/1751983772659236865/tYZ4GQbR_normal.jpg,https://twitter.com/MyStyleMajh/status/1752017211374612883,2024-01-29T17:13:48.000Z,0,0,0
.INFO MANDIRI,@Mohamed69620442,Hai kakak mohon info ke wa ya agar kendala nya kamu dapat kami bantu proses langsung :-) untuk layanan Mandiri hanya melalui wa http://lnk.ec/lnfo.mandiriTkz -layla,https://pbs.twimg.com/profile_images/1750815708689367041/dUwn-R6u_normal.jpg,https://twitter.com/Mohamed69620442/status/1752028356479254807,2024-01-29T17:58:05.000Z,0,0,0
.INFO MANDIRI,@Mohamed69620442,"Untuk tindak lanjut. Boleh infoin detail kendalanya ke WhatsApp ya kak,untuk respon hanya melalui WhatsApp http://lnk.ec/lnfo.mandiriAdm-layla",https://pbs.twimg.com/profile_images/1750815708689367041/dUwn-R6u_normal.jpg,https://twitter.com/Mohamed69620442/status/1752028372212084983,2024-01-29T17:58:09.000Z,0,0,0
saa,@beetrootlatte,@mandiricare misi min mau nanya dari tadi mau tf dan top up e-wallet kok ga bisa yaa? ada peringatan kaya di pic di bawah,https://pbs.twimg.com/profile_images/1746711364851412992/IhhlBf2b_normal.jpg,,2024-01-29T16:20:21.000Z,7,1,0
Mandiri Care,@mandiricare,"@beetrootlatte Halo Sahabat @beetrootlatte, mohon maaf atas ketidaknyamanannya dalam mengakses layanan Livin' by Mandiri. Saat ini Bank Mandiri sedang proses akhir hari rutin. (1)",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752013581607194921,2024-01-29T16:59:23.000Z,1,0,0
Mandiri Care,@mandiricare,@beetrootlatte  Kami sarankan Sahabat dapat bertransaksi kembali 10-15 menit kemudian. Semoga kendala yang Sahabat alami cepat terselesaikan. Tks~Rezka (end),https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752013614217826310,2024-01-29T16:59:31.000Z,0,0,0
Lenin madrina,@foafms,"lagi pemeliharaan rutin mungkin itu kak, biasanya jam 2an udahh bisa lagi",https://pbs.twimg.com/profile_images/1716339266673139712/NZ-6j_9D_normal.jpg,https://twitter.com/foafms/status/1752161335931228301,2024-01-30T02:46:30.000Z,0,0,0
. lNFO MANDlRl,@MyStyleMajh,"Untuk tindak lanjut. boleh infoin detail kendalanya ke wa ya kak, untuk respon hanya melalui WA   https://lnk.ec/lnfo-Mandiri  Tks-Mia",https://pbs.twimg.com/profile_images/1751983772659236865/tYZ4GQbR_normal.jpg,https://twitter.com/MyStyleMajh/status/1752003895927455995,2024-01-29T16:20:54.000Z,0,0,0
. lNFO MANDlRl,@MyStyleMajh,Halo kak untuk cek kendala kamu silakan di kirim melalui Wa ini -:) untuk respon halnya melalui wa https://lnk.ec/lnfo-Mandiri       Tks~Mia,https://pbs.twimg.com/profile_images/1751983772659236865/tYZ4GQbR_normal.jpg,https://twitter.com/MyStyleMajh/status/1752003926772318599,2024-01-29T16:21:01.000Z,0,0,0
Customer Service,@5yyuy42781,Halo sahabat mcndiri untuk cek kendala kamu silakan di kirim melalui wa ini -:) untuk respon hanya melalui http://lnk.ec/Mcndiri_CareTks:Kalya,https://pbs.twimg.com/profile_images/1748385689048350720/6Ztf1AIE_normal.jpg,https://twitter.com/5yyuy42781/status/1752003905792381439,2024-01-29T16:20:56.000Z,0,0,0
Customer Service,@5yyuy42781,Hai sahabat mcπdiri Terkait kendala yang Bpk/ibu alami silakan jelaskan secara detail melalui wa ya-:) karena kami cuma respon melalui http://lnk.ec/Mcndiri_Care Tks^Kalya,https://pbs.twimg.com/profile_images/1748385689048350720/6Ztf1AIE_normal.jpg,https://twitter.com/5yyuy42781/status/1752003941746024464,2024-01-29T16:21:05.000Z,0,0,0
Customer Service,@Nwgeels,Hai kakak mohon info ke wa ya agar kendala nya kamu dapat kami bantu proses langsung :-) untuk layanan Mandiri hanya melalui wa https://wa.link/mejp1bTkz -Agel,https://pbs.twimg.com/profile_images/1750814936572514304/yISFsH5L_normal.jpg,https://twitter.com/Nwgeels/status/1752007077986447462,2024-01-29T16:33:32.000Z,0,0,0
saa,@beetrootlatte,masih nangisin ini. move on susah yaaaa ,https://pbs.twimg.com/profile_images/1746711364851412992/IhhlBf2b_normal.jpg,https://twitter.com/beetrootlatte/status/1751825737529852086,2024-01-29T04:32:57.000Z,0,0,0
Mandiri Care,@mandiricare,"Selain harus hati-hati di jalan saat mudik, Sahabat juga harus hati-hati saat bertransaksi.Apalagi, frekuensi transaksi menjelang Idul Fitri yang sangat tinggi, sering dimanfaatkan oleh orang-orang jahat.Yuk simak cara mencegahnya di video berikut ini!#kelasmandiri",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1518438159289225217,2022-04-25T03:54:03.000Z,1K,51,98
Dshan,@hasanSa78803076,Saya lupa no 16 dikit gi mana ya,https://pbs.twimg.com/profile_images/1542423107406684162/2kbtuN59_normal.jpg,,2024-01-29T16:01:22.000Z,1,0,0
Mandiri Care,@mandiricare,"Halo Sahabat @hasanSa78803076, mohon maaf atas ketidaknyamanannya. Untuk nomor kartu mandiri debit dan valid thru hanya terdapat pada bagian fisik kartu dan tidak terinformasikan oleh kami.Apabila Sahabat sudah terdaftar Livin' by Mandiri dan telah melakukan setoran awal ke…",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752002297771758016,2024-01-29T16:14:33.000Z,0,0,0
zendratonga,@zendratonga,"@mandiricare saya mengajukan berhenti pakai QRIS mandiri dengan ID laporan sbb 00001558691 ,awalnya bilang bisa saya sudah submit data yang diminta,kok akhirnya katanya tidak bisa berhenti selamanya dari CS 14021?pagi tahu sore kok jadi tempe?",https://pbs.twimg.com/profile_images/1272744196705669124/8qPzvxc4_normal.jpg,https://twitter.com/zendratonga/status/1751937907559153775,2024-01-29T11:58:41.000Z,4,2,0
Mandiri Care,@mandiricare,"@zendratonga Halo Sahabat @zendratonga, mohon maaf atas ketidaknyamanannya. Utk perihal tsb tdk dpt melakukan pemberhentian QRIS Mandiri ya. Semoga sehat selalu. Tks~Syarif",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1751981114959581674,2024-01-29T14:50:22.000Z,2,0,0
zendratonga,@zendratonga,Saya sedang berhubungan dengan bank mandiri atau koperasi simpan pinjam ya?kok berbeda-beda tidak profesional,https://pbs.twimg.com/profile_images/1272744196705669124/8qPzvxc4_normal.jpg,,2024-01-29T15:12:41.000Z,1,0,0
Mandiri Care,@mandiricare,"@zendratonga Hai Sahabat @zendratonga, mohon maaf atas ketidaknyamanannya. Saat ini terhubung di layanan perbankan Bank Mandiri ya. Semoga sukses selalu. Tks~Feri",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1751999750222778455,2024-01-29T16:04:25.000Z,0,0,0
zendratonga,@zendratonga,"Maksudnya QRIS Mandiri tidak bisa di non aktifkan pak? Kok berbeda tadi staf  14021 saya telp bernama martin bilang bisa di non aktifkan,kok berbeda-beda ya seperti tidak profesional saja! Ini staf bank mandiri atau staf BPR daerah ya?",https://pbs.twimg.com/profile_images/1272744196705669124/8qPzvxc4_normal.jpg,,2024-01-29T15:11:19.000Z,5,1,0
Mandiri Care,@mandiricare,"@zendratonga Hai Sahabat @zendratonga, mohon maaf atas ketidaknyamanannya. Mohon info lebih lengkap utk kendala yg dialami via DM/Inbox agar dapat kami informasikan lebih lanjut ya. (1)",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1751999503849468410,2024-01-29T16:03:26.000Z,0,0,0
Mandiri Care,@mandiricare,@zendratonga Pastikan Sahabat hanya berinteraksi dengan akun resmi Bank Mandiri bercentang emas (verified) di sebelah nama akun dan bukan dalam foto profil. Selalu jaga kerahasiaan data perbankannya. Tks~Feri (end),https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1751999572942160317,2024-01-29T16:03:43.000Z,0,0,0
Customer Service,@5yyuy42781,Halo sahabat mcndiri untuk cek kendala kamu silakan di kirim melalui wa ini -:) untuk respon hanya melalui http://lnk.ec/Mcndiri_CareTks:Kalya,https://pbs.twimg.com/profile_images/1748385689048350720/6Ztf1AIE_normal.jpg,https://twitter.com/5yyuy42781/status/1751986584499741173,2024-01-29T15:12:06.000Z,0,0,0
Customer Service,@5yyuy42781,Hai sahabat mcπdiri Terkait kendala yang Bpk/ibu alami silakan jelaskan secara detail melalui wa ya-:) karena kami cuma respon melalui http://lnk.ec/Mcndiri_Care Tks^Kalya,https://pbs.twimg.com/profile_images/1748385689048350720/6Ztf1AIE_normal.jpg,https://twitter.com/5yyuy42781/status/1751986612664414452,2024-01-29T15:12:13.000Z,0,0,0
Mendiri_Care,@MendiriC11868,"Untuk tindak lanjut. boleh infoin detail kendalanya ke wa ya kak, untuk respon hanya melalui WhatsApp. http://lnk.ec/WA.MandiriTks~dimas",https://pbs.twimg.com/profile_images/1751918047546449920/0fNhh30Y_normal.jpg,https://twitter.com/MendiriC11868/status/1751987134817604062,2024-01-29T15:14:17.000Z,0,0,0
𝙧𝙪𝙞𝙞,@solovilovi,@mandiricare min bisa aktifin rekening yg diblokir secara online ngga ya?,https://pbs.twimg.com/profile_images/1685424737407967232/Mh3wKAW0_normal.jpg,,2024-01-29T14:54:39.000Z,3,0,0
Mandiri Care,@mandiricare,"Halo Sahabat @solovilovi, kami turut prihatin atas kendala yg dialami. Perihal pembukaan blokir rekening hanya dpt dilakukan melalui cabang Bank Mandiri dgn membawa KTP dan buku tabungan (optional). Dengan senang hati kami tunggu kehadirannya di kantor cabang kami ya Sahabat…",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752002284228370618,2024-01-29T16:14:29.000Z,0,0,0
Customer Service,@5yyuy42781,Halo sahabat mcndiri untuk cek kendala kamu silakan di kirim melalui wa ini -:) untuk respon hanya melalui http://lnk.ec/Mcndiri_CareTks:Kalya,https://pbs.twimg.com/profile_images/1748385689048350720/6Ztf1AIE_normal.jpg,https://twitter.com/5yyuy42781/status/1751982738935263433,2024-01-29T14:56:49.000Z,0,0,0
Customer Service,@5yyuy42781,Hai sahabat mcπdiri Terkait kendala yang Bpk/ibu alami silakan jelaskan secara detail melalui wa ya-:) karena kami cuma respon melalui http://lnk.ec/Mcndiri_Care Tks^Kalya,https://pbs.twimg.com/profile_images/1748385689048350720/6Ztf1AIE_normal.jpg,https://twitter.com/5yyuy42781/status/1751982767225831601,2024-01-29T14:56:56.000Z,0,0,0
kucluk,@Kancil______,"@mandiricare min, kalau mau beli ORI di aplikasi livin itu tinggal beli aja ya?",https://pbs.twimg.com/profile_images/1432917951615623173/g3WmYGKz_normal.jpg,https://twitter.com/Kancil______/status/1751830376778179028,2024-01-29T04:51:23.000Z,3,1,0
Mandiri Care,@mandiricare,"@Kancil______ Halo Sahabat @Kancil______, dpt kami informasikan apabila yg dimaksud yaitu untuk perihal pemesanan Surat Berharga Negara (SBN) melalui Livin' by Mandiri dpt mengikuti langkah sbb: (1)",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1751833431527604250,2024-01-29T05:03:32.000Z,1,0,0
Mandiri Care,@mandiricare,@Kancil______ - Login Livin' by Mandiri  - Pilih Pilih Pesan Sekarang - Baca syarat dan ketentuan kemudian pilih Saya Setuju (2),https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1751833440100680118,2024-01-29T05:03:34.000Z,1,0,0
Mandiri Care,@mandiricare,@Kancil______ - Lihat detail Produk kemudian pilih Pesan - Tentukan nominal transaksi kemudian pilih Pesan (3),https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1751833459654631474,2024-01-29T05:03:38.000Z,1,0,0
Mandiri Care,@mandiricare,"@Kancil______ - Pemesanan terverifikasi, kemudian pilih Bayar Sekarang - Masukkan PIN Livin' - Pembayaran Berhasil (4)",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1751833476054290515,2024-01-29T05:03:42.000Z,1,0,0
Mandiri Care,@mandiricare,@Kancil______ Semoga prosesnya berjalan dengan lancar. Tks~Ninis (end),https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1751833483243401542,2024-01-29T05:03:44.000Z,1,0,0
kucluk,@Kancil______,"Min, saya kan sudah beli dan bayar surat berharga negara, cara ngeceknya dimana? Portofolio sbn?",https://pbs.twimg.com/profile_images/1432917951615623173/g3WmYGKz_normal.jpg,,2024-01-29T14:49:18.000Z,1,0,0
Mandiri Care,@mandiricare,"@Kancil______ Baik Sahabat @Kancil______, dapat kami informasikan. Untuk pengecekan portofolio SBN melalui Livin' by Mandiri sbb : - Masuk ke Livin' by Mandiri - Pilih ke menu investasi - Pilih menu portofolio(1)",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752012859532554513,2024-01-29T16:56:31.000Z,1,0,0
Mandiri Care,@mandiricare,@Kancil______ - Pilih reksadana yang dimiliki  Semoga prosesnya berjalan dengan lancar. Tks~Abrar(end),https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1752012877588992390,2024-01-29T16:56:35.000Z,0,0,0
lol,@8letterxs,@mandiricare min cek dm,https://pbs.twimg.com/profile_images/1731692592192946176/boa5UBHa_normal.jpg,,2024-01-29T14:16:12.000Z,5,1,1
Mandiri Care,@mandiricare,"Halo Sahabat @8letterxs, sudah kami infokan melalui DM ya. Pastikan Sahabat @8letterxs hanya berinteraksi dengan akun resmi Bank Mandiri bercentang emas (verified) di sebelah nama akun dan bukan dalam foto profil atau melalui whatsapp official Bank Mandiri 0811-84-14000…",https://pbs.twimg.com/profile_images/1501039949264605187/__bKFZ_p_normal.jpg,https://twitter.com/mandiricare/status/1751983841311670755,2024-01-29T15:01:12.000Z,0,0,0
mandiri Call,@wishatmemagella,"Untuk cek kendala kamu silakan dikonfirmasi melalui WhatsApp kami, untuk penanganan lebih lanjut http://wa.link/3dlakg ID CS ADM- Diana",https://pbs.twimg.com/profile_images/1751961401839800320/iJdGFPli_normal.jpg,https://twitter.com/wishatmemagella/status/1751973546111439013,2024-01-29T14:20:18.000Z,0,0,0
mandiri Call,@wishatmemagella,mohon kesediaan bapak/ibu untuk menghubungi layanan WhatsApp kami untuk pengecekan lebih lanjut http://wa.link/3dlakg Tkz:-) Diana,https://pbs.twimg.com/profile_images/1751961401839800320/iJdGFPli_normal.jpg,https://twitter.com/wishatmemagella/status/1751973521193095387,2024-01-29T14:20:12.000Z,0,0,0
Customer Service,@Nwgeels,Hai kakak mohon info ke wa ya agar kendala nya kamu dapat kami bantu proses langsung :-) untuk layanan Mandiri hanya melalui wa https://wa.link/mejp1bTkz -Agel,https://pbs.twimg.com/profile_images/1750814936572514304/yISFsH5L_normal.jpg,https://twitter.com/Nwgeels/status/1751972769506681203,2024-01-29T14:17:12.000Z,0,0,0
Customer Service,@Nwgeels,Hai kakak mohon info ke wa ya agar kendala nya kamu dapat kami bantu proses langsung :-) untuk layanan Mandiri hanya melalui wa https://wa.link/mejp1bTkz -Andi,https://pbs.twimg.com/profile_images/1750814936572514304/yISFsH5L_normal.jpg,https://twitter.com/Nwgeels/status/1751972799047225721,2024-01-29T14:17:20.000Z,0,0,0
lol,@8letterxs,lg ngerasa capek bgttt,https://pbs.twimg.com/profile_images/1731692592192946176/boa5UBHa_normal.jpg,https://twitter.com/8letterxs/status/1752128393586622745,2024-01-30T00:35:36.000Z,0,0,0
MO!,@kamusamadiaaku,@mandiricare EH MANDIRI INI KNAPA BJIR! GUE TOP-Up lu punya Emoney! Dari tadi siang ga masuk2 heran.. emang boleh selama itu? Apa nunggu monyet berubah jadi kingkong baru masuk tuh Saldo? Ini juga @gopayindonesia @tokopedia sama aja bjir! Nyebelin bgt,https://pbs.twimg.com/profile_images/1716923785960738816/TCy4WPKt_normal.jpg,,2024-01-29T14:05:34.000Z,7,1,1
